t,omega_fw1,omega_fw2,omega_fw3,omega_fw4
46443.9474932445,1010.18513901392,1025.01887381838,638.230818622996,652.425168036898
46467.747568827,1008.85716957443,1028.23479501268,635.676029142556,652.670421025014
46491.3476437744,1007.4145079807,1031.33712021877,633.241604418466,653.039494199404
46514.9477187217,1005.84776730335,1034.35111821966,630.907274465763,653.533456608465
46538.5477936691,1004.15827462828,1037.27474612084,628.674571312888,654.151756826626
46562.1478686165,1002.34744407072,1040.10603414365,626.544947027055,654.893752929994
46585.7479435638,1000.41677482634,1042.84308663508,624.51977320065,655.758713826208
46609.5480191464,998.349984774038,1045.5060488109,622.584529506483,656.75470537487
46633.1480940937,996.183485339102,1048.04840829917,620.772958664662,657.864076227244
46656.7481690411,993.902150311478,1050.49128515709,619.069475427608,659.09368892229
46680.3482439885,991.507799614306,1052.8330894181,617.475125170891,660.442469316504
46703.9483189358,989.002327964261,1055.07230912698,615.990871343571,661.90926149561
46727.5483938832,986.387702740727,1057.2075108912,614.617595388479,663.492829373388
46751.3484694657,983.64244448842,1059.25408832511,613.345885818349,665.206746334688
46774.9485444131,980.814813432377,1061.17636159372,612.197838079972,667.020805380885
46798.5486193605,977.884430146928,1062.99079883625,611.162899863304,668.947395705721
46822.1486943078,974.853602082927,1064.69630422915,610.241594861347,670.984914095059
46845.7487692552,971.72461857078,1066.29184432679,609.434395851992,673.131755768206
46869.3488442026,968.49983024664,1067.77646645093,608.741693995321,675.386244314173
46893.1489197851,965.1531330536,1069.16045243446,608.159393606722,677.76708570627
46916.7489947324,961.743255309893,1070.41974483309,607.697512590955,680.232441438875
46940.3490696798,958.244983068063,1071.56573779723,607.350820264738,682.799995848182
46963.9491446272,954.660884659198,1072.59780074811,607.119386645271,685.467809466399
46987.5492195745,950.993577257761,1073.5153832568,607.003202838327,688.233881727546
47011.1492945219,947.245724708822,1074.31801485289,607.002181612912,691.096152795953
47034.9493701044,943.387289493602,1075.01063544734,607.117614691519,694.077955090508
47058.5494450518,939.485889589864,1075.58129115889,607.347317978487,697.12698582812
47082.1495199992,935.512218287931,1076.03605997969,607.691455511692,700.265679561147
47105.7495949465,931.46910484443,1076.37478900503,608.149632682429,703.491757380962
47129.3496698939,927.359414423093,1076.59740357691,608.721380056238,706.802890369487
47152.9497448413,923.186045977576,1076.70390680284,609.406154188983,710.196701458943
47176.7498204238,918.915796672882,1076.69380285993,610.210572707534,713.700544443273
47200.3498953712,914.623416700679,1076.56742002421,611.120421916027,717.253045777602
47223.9499703185,910.276262764247,1076.32539861329,612.141225420197,720.88080226256
47247.5500452659,905.877348284004,1075.96804778936,613.272151976845,724.581262490555
47271.1501202133,901.429710077978,1075.49575145737,614.512300912667,728.351836208568
47294.7501951606,896.936406334325,1074.90896754952,615.86070312683,732.189896166832
47318.5502707431,892.361901696513,1074.20180351701,617.329112923814,736.126124564551
47342.1503456905,887.786195473182,1073.38675275319,618.891740220912,740.091651377501
47365.7504206379,883.174132904328,1072.45903074585,620.559303163715,744.116555864592
47389.3504955852,878.528837843568,1071.41938432028,622.33056893142,748.198080917705
47412.9505705326,873.853445630872,1070.26863026266,624.204241664612,752.33344159821
47436.55064548,869.151101176461,1069.00765442111,626.178963605865,756.519826943487
47460.3507210625,864.384812327737,1067.62533449783,628.271317073784,760.790485754332
47483.9507960099,859.637865524295,1066.14593144045,630.444647699623,765.070764317595
47507.5508709572,854.873466583055,1064.55937863796,632.714581287516,769.393471959163
47531.1509459046,850.094779948708,1062.86682924281,635.079523773657,773.75571133675
47554.751020852,845.304970346073,1061.06950059948,637.537825169447,778.154567979636
47578.3510957993,840.507200988171,1059.16867320666,640.087780798861,782.587112030811
47602.1511713818,835.663920586315,1057.14828266283,642.750383174756,787.088347378217
47625.7512463292,830.859706001898,1055.043698916,645.479059363207,791.579646601758
47649.3513212766,826.057021278109,1052.83983883676,648.293944203883,796.095743407441
47672.951396224,821.259006011965,1050.53822528651,651.193126469384,800.63366349761
47696.5514711713,816.468789637713,1048.14043881298,654.174646615119,805.190425721572
47720.1515461187,811.689489764699,1045.64811651095,657.236498080048,809.763043738876
47743.7516210661,806.924210536931,1043.06295086908,660.37662859531,814.348527668562
47767.5516966486,802.135884204873,1040.36362425293,663.620517839997,818.98286307024
47791.1517715959,797.408080878423,1037.59731621633,666.911491620376,823.58514872018
47814.7518465433,792.703539557426,1034.7435788556,670.274307927291,828.191300340234
47838.3519214907,788.025294378012,1031.80431487644,673.706744546054,832.798330125503
47861.951996438,783.376358119326,1028.7814764198,677.206540205618,837.403254774774
47885.5520713854,778.759720691871,1025.67706384025,680.771395922259,842.003097052893
47909.3521469679,774.139681572311,1022.46580806026,684.429979832422,846.633757931079
47932.9522219153,769.596848880293,1019.20378784289,688.118415855512,851.214429802485
47956.5522968627,765.095157297229,1015.86648979435,691.864781692239,855.781114449433
47980.15237181,760.637490309818,1012.45609508704,695.666640754485,860.330874341896
48003.7524467574,756.226701276674,1008.97482685629,699.52152552648,864.860785621445
48027.3525217048,751.865612039622,1005.42494892894,703.426938928362,869.367939576358
48051.1525972873,747.520730191786,1001.7778422458,707.414057058926,873.887305113663
48074.7526722347,743.267853015217,998.097160807191,711.413299257144,878.340032210303
48098.352747182,739.072961354039,994.35491279145,715.45539318287,882.761357162098
48121.9528221294,734.938737167555,990.553512236012,719.537736982604,887.148446496032
48145.5528970768,730.86782423395,986.69540740092,723.657706101084,891.498489062637
48169.1529720241,726.862826875975,982.783079458365,727.812654657261,895.808697427838
48192.9530476066,722.893248250771,978.785233917413,732.035532509957,900.112285583648
48216.553122554,719.02834328255,974.77162261566,736.252663459853,904.334169199725
48240.1531975014,715.236939950437,970.711438260262,740.496698509744,908.507988182411
48263.7532724487,711.521483765137,966.607283448586,744.764915562606,912.631053458327
48287.3533473961,707.884365103857,962.461785042412,749.054581572107,916.700714871407
48310.9534223435,704.327925459532,958.27759438645,753.362951280432,920.714355910139
48334.753497926,700.825383332406,954.021475715162,757.723974767987,924.702652651731
48358.3535728734,697.437865278073,949.767676729119,762.061570759956,928.596007957238
48381.9536478207,694.137777406456,945.483298619437,766.409546842315,932.425675843986
48405.5537227681,690.927262550504,941.171078983486,770.76511950654,936.189180164333
48429.1537977155,687.80841121418,936.833773501728,775.125499201672,939.884082967058
48452.7538726628,684.783260501914,932.47415455389,779.487891736465,943.507985741182
48476.5539482453,681.82938149547,928.057823000525,783.886451103507,947.088299883566
48500.1540231927,678.998359770876,923.661824374472,788.244432876488,950.56251990201
48523.7540981401,676.266834729133,919.251939572502,792.596007418286,953.958774194787
48547.3541730875,673.636618998697,914.830993881027,796.938376076273,957.274834604272
48570.9542480348,671.109466686877,910.401822247837,801.268742629682,960.508518472846
48594.5543229822,668.687072405293,905.967267854166,805.584314712768,963.657689819081
48618.3543985647,666.351902353394,901.492575587529,809.918645801499,966.745838560816
48641.9544735121,664.144786709408,897.055825909433,814.196089989771,969.719009680231
48665.5545484594,662.047158986473,892.622282257576,818.450376579889,972.601535343954
48689.1546234068,660.06046585494,888.194806318514,822.678743029103,975.391478249648
48712.7546983542,658.186089855893,883.776260735752,826.87843784185,978.08695349037
48736.3547733016,656.425348526997,879.369507630729,831.046722019454,980.686129661146
48760.1548488841,654.766039992246,874.940256712788,835.215752039352,983.208001657017
48783.7549238314,653.237244865211,870.565825966049,839.312731435273,985.608452009354
48807.3549987788,651.825647706441,866.211780141907,843.370150006306,987.907427109155
48830.9550737262,650.532297076321,861.880964237921,847.385333495788,990.103320869343
48854.5551486735,649.358172428622,857.576215182979,851.355627476815,992.19458605587
48878.1552236209,648.304183349541,853.300360302224,855.278398830626,994.179735315268
48901.9552992034,647.363781109802,849.020391980616,859.18363455483,996.072790612168
48925.5553741508,646.553543564773,844.811065706605,863.003096200454,997.840561936211
48949.1554490982,645.865749432218,840.639066038905,866.767256980064,999.498113848401
48972.7555240455,645.301021024168,836.507166207031,870.473584117781,1001.04420903617
48996.3555989929,644.859907299524,832.418122006923,874.119573615542,1002.47767498147
49019.9556739403,644.542883238341,828.374670210174,877.702751755901,1003.79740489091
49043.7557495228,644.349250551997,824.345883973784,881.250203775137,1005.01207678742
49067.3558244701,644.282590797092,820.402186864271,884.699883102537,1006.10029679884
49090.9558994175,644.34099769012,816.512184811634,888.079506711032,1007.07185639177
