time,x,y,yaw,vx,vy,omega
0.0,0.07614765332373134,0.1423939043199134,1.4707402369153852,0.0,0.0,0.0
0.051137447357177734,0.07650811275882807,0.1464178899141973,1.490127036627229,0.0,0.0,0.0
0.08625388145446777,0.07648232679129813,0.14870497438385932,1.5035753884321248,0.0,0.0,0.0
0.12003684043884277,0.07583892655476793,0.14907893174224043,1.5166464389261436,0.0,0.0,0.0
0.15402865409851074,0.07527324283945772,0.14954891989056043,1.5297281648387175,0.0,0.0,0.0
0.18818020820617676,0.07536958463030381,0.1524063158767453,1.543031087827322,0.0,0.0,0.0
0.22202348709106445,0.0754279930810876,0.15531997955652024,1.5563222067915314,0.0,0.0,0.0
0.25609827041625977,0.07544818084042558,0.15824306828528628,1.5695351655600662,0.0,0.0,0.0
0.29037022590637207,0.07543081823596075,0.1611558552867268,1.5822472207514118,0.0,0.0,0.0
0.324429988861084,0.0753763483632719,0.16407456841815388,1.5950328250824743,0.0,0.0,0.0
0.35825061798095703,0.07528416670361841,0.1670004270846813,1.6079371426361468,0.0,0.0,0.0
0.39229369163513184,0.07515535285672006,0.1699066094080046,1.6206588824104795,0.0,0.0,0.0
0.4263451099395752,0.07498879855900417,0.1728212996143204,1.6335009420549358,0.0,0.0,0.0
0.4601120948791504,0.07478396761820087,0.17574247481524602,1.6464519802188788,0.0,0.0,0.0
0.4944136142730713,0.07454275372630322,0.17864587777902258,1.6592333653525573,0.0,0.0,0.0
0.5285377502441406,0.07426296334012544,0.18155823126774667,1.6721399220658941,0.0,0.0,0.0
0.5620670318603516,0.07394371696674469,0.18448068102317103,1.685184136486218,0.0,0.0,0.0
0.596411943435669,0.0735866988776692,0.1873945553159714,1.698169884746756,0.0,0.0,0.0
0.6301751136779785,0.07306699547291111,0.18896326650234851,1.7110675793608388,0.0,0.0,0.0
0.6642410755157471,0.0724639507969021,0.1893116743971787,1.7239532076083992,0.0,0.0,0.0
0.7149500846862793,0.07171199363717887,0.19359416443861788,1.7435689233414104,0.0,0.0,0.0
0.7494640350341797,0.07115555343078563,0.19664704754130577,1.7565324425196898,0.0,0.0,0.0
0.783332347869873,0.0705578016841315,0.19970424541804963,1.7694612398332012,0.0,0.0,0.0
0.8172340393066406,0.06992172696786463,0.2027481698294718,1.7823446419931104,0.0,0.0,0.0
0.8510606288909912,0.0692470293085242,0.20578184063937796,1.7951950095054792,0.0,0.0,0.0
0.8850655555725098,0.06852988338512679,0.20882047735895007,1.8081804743336376,0.0,0.0,0.0
0.9190735816955566,0.06777071030285202,0.21185903955944999,1.8212572458370286,0.0,0.0,0.0
0.953009843826294,0.06697648382832093,0.21487096634363018,1.8341301085479402,0.0,0.0,0.0
0.987097978591919,0.0661384851450515,0.21788930015228844,1.847147582635271,0.0,0.0,0.0
1.0211784839630127,0.06552766141320189,0.21862082837812585,1.860187261733386,0.0,0.0,0.0
1.0551025867462158,0.06462750412983712,0.22110797335375026,1.8733030773264683,0.0,0.0,0.0
1.0891666412353516,0.06363759805654298,0.2241994385008606,1.8862058846517311,0.0,0.0,0.0
1.1230523586273193,0.06260326619556199,0.22729148204649097,1.8992023686039603,0.0,0.0,0.0
