t,x,y,yaw
30.686461,0.3175,1.8885,9.1279
30.720251,0.3023,1.8931,9.1364
30.771179,0.2794,1.8997,9.1488
30.805112,0.2641,1.9040,9.1572
30.839241,0.2486,1.9081,9.1658
30.873028,0.2332,1.9122,9.1741
30.907007,0.2177,1.9161,9.1824
30.941131,0.2022,1.9198,9.1909
30.975092,0.1867,1.9235,9.1990
31.009079,0.1710,1.9270,9.2074
31.043329,0.1553,1.9304,9.2158
31.094182,0.1318,1.9352,9.2283
31.128248,0.1160,1.9383,9.2366
31.162257,0.1001,1.9413,9.2451
31.196323,0.0842,1.9441,9.2535
31.230199,0.0683,1.9467,9.2618
31.263967,0.0524,1.9493,9.2702
31.298304,0.0364,1.9517,9.2785
31.332002,0.0204,1.9540,9.2867
31.366236,0.0044,1.9562,9.2951
31.401160,-0.0117,1.9582,9.3036
31.435713,-0.0283,1.9601,9.3120
31.469422,-0.0444,1.9619,9.3203
31.503552,-0.0606,1.9635,9.3288
31.538072,-0.0768,1.9650,9.3371
31.588175,-0.1012,1.9670,9.3495
31.622311,-0.1175,1.9682,9.3580
31.656579,-0.1338,1.9692,9.3664
31.690187,-0.1501,1.9701,9.3746
31.724040,-0.1665,1.9708,9.3830
31.758328,-0.1828,1.9714,9.3914
31.809164,-0.2074,1.9721,9.4037
31.843259,-0.2238,1.9724,9.4121
31.894127,-0.2484,1.9725,9.4246
31.928234,-0.2649,1.9725,9.4329
31.962210,-0.2814,1.9723,9.4414
31.995992,-0.2979,1.9719,9.4498
32.029976,-0.3144,1.9714,9.4580
32.064032,-0.3310,1.9708,9.4664
32.098017,-0.3475,1.9701,9.4748
32.132147,-0.3640,1.9692,9.4829
32.166479,-0.3805,1.9681,9.4913
32.200288,-0.3971,1.9670,9.4998
32.251616,-0.4219,1.9649,9.5121
32.285521,-0.4385,1.9634,9.5205
32.320253,-0.4551,1.9618,9.5290
32.370155,-0.4799,1.9590,9.5414
32.404187,-0.4965,1.9570,9.5498
32.438539,-0.5131,1.9548,9.5581
32.472272,-0.5296,1.9526,9.5662
32.505985,-0.5462,1.9501,9.5746
32.540061,-0.5628,1.9475,9.5831
32.574018,-0.5793,1.9448,9.5913
32.608060,-0.5958,1.9420,9.5996
32.642381,-0.6124,1.9390,9.6081
32.676531,-0.6289,1.9359,9.6164
32.710425,-0.6455,1.9326,9.6247
32.744589,-0.6620,1.9292,9.6330
32.778607,-0.6784,1.9256,9.6413
32.829488,-0.7031,1.9200,9.6537
32.863372,-0.7196,1.9161,9.6621
32.897467,-0.7360,1.9121,9.6705
32.948445,-0.7607,1.9057,9.6828
32.982562,-0.7771,1.9013,9.6913
33.016433,-0.7935,1.8968,9.6997
33.067599,-0.8180,1.8897,9.7121
33.101592,-0.8343,1.8848,9.7205
33.135481,-0.8505,1.8798,9.7286
33.169598,-0.8668,1.8746,9.7369
33.220643,-0.8912,1.8666,9.7496
33.271422,-0.9154,1.8583,9.7619
33.305447,-0.9315,1.8525,9.7703
33.339353,-0.9477,1.8466,9.7788
33.373320,-0.9637,1.8406,9.7870
33.407601,-0.9798,1.8345,9.7953
33.442171,-0.9963,1.8280,9.8041
33.476283,-1.0123,1.8215,9.8124
33.510257,-1.0282,1.8150,9.8206
33.544134,-1.0441,1.8082,9.8290
33.578360,-1.0599,1.8014,9.8373
33.612340,-1.0756,1.7944,9.8454
33.646425,-1.0914,1.7873,9.8538
33.680204,-1.1072,1.7800,9.8622
33.714005,-1.1228,1.7726,9.8704
33.748138,-1.1384,1.7651,9.8787
33.782037,-1.1540,1.7574,9.8871
33.833562,-1.1771,1.7457,9.8993
33.867642,-1.1926,1.7377,9.9076
33.901143,-1.2080,1.7295,9.9161
33.935242,-1.2233,1.7213,9.9242
33.968946,-1.2386,1.7128,9.9325
34.003003,-1.2538,1.7042,9.9410
34.037138,-1.2690,1.6956,9.9494
34.071179,-1.2841,1.6868,9.9576
34.105383,-1.2991,1.6778,9.9660
34.140027,-1.3142,1.6687,9.9745
34.173337,-1.3291,1.6594,9.9827
34.207111,-1.3440,1.6501,9.9911
34.241167,-1.3588,1.6406,9.9995
34.275007,-1.3734,1.6310,10.0076
34.309129,-1.3881,1.6212,10.0159
34.343192,-1.4027,1.6113,10.0243
34.377076,-1.4172,1.6013,10.0326
34.411126,-1.4317,1.5912,10.0408
34.445105,-1.4461,1.5809,10.0492
34.479076,-1.4605,1.5705,10.0577
34.512986,-1.4747,1.5599,10.0659
34.547013,-1.4888,1.5493,10.0742
34.580986,-1.5029,1.5385,10.0827
34.614974,-1.5169,1.5276,10.0908
34.649019,-1.5308,1.5166,10.0990
34.682969,-1.5447,1.5054,10.1075
34.717042,-1.5585,1.4941,10.1158
34.751256,-1.5722,1.4827,10.1240
34.785586,-1.5858,1.4711,10.1324
34.836024,-1.6061,1.4536,10.1450
34.870035,-1.6195,1.4417,10.1532
34.904263,-1.6328,1.4297,10.1616
34.937986,-1.6460,1.4177,10.1698
34.972016,-1.6591,1.4055,10.1780
35.006029,-1.6722,1.3931,10.1863
35.039994,-1.6851,1.3806,10.1948
35.074081,-1.6979,1.3681,10.2029
35.108265,-1.7107,1.3554,10.2112
35.142606,-1.7234,1.3426,10.2197
35.193117,-1.7422,1.3232,10.2321
35.227277,-1.7547,1.3100,10.2404
35.261671,-1.7670,1.2968,10.2488
35.312206,-1.7853,1.2768,10.2610
35.345991,-1.7974,1.2633,10.2693
35.381253,-1.8094,1.2497,10.2778
35.431056,-1.8272,1.2291,10.2900
35.465065,-1.8389,1.2152,10.2984
35.499008,-1.8506,1.2012,10.3069
35.533120,-1.8621,1.1871,10.3151
35.567308,-1.8735,1.1729,10.3234
35.600951,-1.8848,1.1586,10.3318
35.634959,-1.8959,1.1442,10.3399
35.669103,-1.9070,1.1297,10.3481
35.702938,-1.9180,1.1150,10.3566
35.737417,-1.9288,1.1003,10.3649
35.771448,-1.9396,1.0855,10.3730
35.805674,-1.9502,1.0705,10.3814
35.839775,-1.9608,1.0554,10.3899
35.890610,-1.9763,1.0327,10.4022
35.924839,-1.9865,1.0174,10.4106
35.959104,-1.9970,1.0015,10.4193
35.993632,-2.0069,0.9860,10.4275
36.027140,-2.0168,0.9704,10.4358
36.061200,-2.0265,0.9547,10.4442
36.094959,-2.0361,0.9390,10.4522
36.129179,-2.0456,0.9231,10.4604
36.163526,-2.0550,0.9071,10.4688
36.197422,-2.0642,0.8911,10.4771
36.248182,-2.0779,0.8669,10.4894
36.282645,-2.0868,0.8506,10.4978
36.333060,-2.0999,0.8261,10.5100
36.367049,-2.1086,0.8096,10.5183
36.400983,-2.1171,0.7930,10.5268
36.435146,-2.1254,0.7764,10.5349
36.469300,-2.1336,0.7597,10.5432
36.503167,-2.1417,0.7428,10.5516
36.537152,-2.1497,0.7259,10.5599
36.588088,-2.1614,0.7004,10.5723
36.622170,-2.1690,0.6833,10.5807
36.656008,-2.1764,0.6662,10.5888
36.690041,-2.1838,0.6489,10.5970
36.724020,-2.1910,0.6315,10.6055
36.758920,-2.1981,0.6141,10.6138
36.809028,-2.2084,0.5879,10.6261
36.843209,-2.2152,0.5702,10.6345
36.877942,-2.2218,0.5526,10.6429
36.912181,-2.2284,0.5344,10.6513
36.963131,-2.2378,0.5076,10.6639
36.997107,-2.2439,0.4897,10.6722
37.031041,-2.2498,0.4717,10.6804
37.064943,-2.2556,0.4536,10.6888
37.099981,-2.2613,0.4356,10.6970
37.149953,-2.2695,0.4084,10.7093
37.184151,-2.2748,0.3901,10.7177
37.218842,-2.2799,0.3718,10.7260
37.269009,-2.2874,0.3442,10.7383
37.302994,-2.2921,0.3257,10.7467
37.337606,-2.2968,0.3072,10.7551
37.388046,-2.3034,0.2794,10.7674
37.422804,-2.3077,0.2607,10.7759
37.472914,-2.3138,0.2326,10.7883
37.506954,-2.3176,0.2138,10.7966
37.540952,-2.3213,0.1950,10.8050
37.576549,-2.3249,0.1762,10.8130
37.626932,-2.3301,0.1472,10.8257
37.662302,-2.3332,0.1282,10.8341
37.712032,-2.3377,0.0998,10.8463
37.746162,-2.3405,0.0807,10.8546
37.780019,-2.3431,0.0615,10.8631
37.814488,-2.3456,0.0424,10.8712
37.849041,-2.3479,0.0232,10.8794
37.899551,-2.3511,-0.0057,10.8921
37.950273,-2.3539,-0.0346,10.9044
37.984073,-2.3556,-0.0539,10.9128
38.019044,-2.3571,-0.0732,10.9210
38.052243,-2.3585,-0.0926,10.9291
38.103292,-2.3602,-0.1218,10.9417
38.136968,-2.3612,-0.1412,10.9500
38.171129,-2.3620,-0.1606,10.9581
38.222116,-2.3629,-0.1899,10.9707
38.256377,-2.3633,-0.2094,10.9791
38.290097,-2.3636,-0.2290,10.9872
38.324124,-2.3637,-0.2486,10.9956
38.358277,-2.3636,-0.2681,11.0038
38.409152,-2.3632,-0.2975,11.0160
38.443035,-2.3627,-0.3171,11.0244
38.476990,-2.3620,-0.3367,11.0327
38.511124,-2.3612,-0.3563,11.0409
38.545552,-2.3602,-0.3760,11.0492
38.596221,-2.3585,-0.4055,11.0618
38.631020,-2.3571,-0.4257,11.0701
38.665455,-2.3555,-0.4454,11.0785
38.699642,-2.3538,-0.4651,11.0869
38.750150,-2.3509,-0.4946,11.0991
38.784582,-2.3488,-0.5143,11.1075
38.834968,-2.3453,-0.5437,11.1197
38.869205,-2.3427,-0.5634,11.1279
38.903989,-2.3399,-0.5837,11.1365
38.939825,-2.3370,-0.6038,11.1450
38.990090,-2.3324,-0.6332,11.1572
39.024092,-2.3291,-0.6529,11.1656
39.057962,-2.3257,-0.6724,11.1738
39.092145,-2.3221,-0.6920,11.1819
39.126143,-2.3183,-0.7116,11.1903
39.159960,-2.3143,-0.7312,11.1988
39.194062,-2.3102,-0.7507,11.2069
39.228115,-2.3059,-0.7703,11.2152
39.262063,-2.3015,-0.7898,11.2235
39.296261,-2.2969,-0.8092,11.2316
39.330054,-2.2921,-0.8287,11.2398
39.365520,-2.2871,-0.8487,11.2485
39.415999,-2.2793,-0.8779,11.2612
39.450102,-2.2740,-0.8973,11.2693
39.484461,-2.2684,-0.9166,11.2777
39.518665,-2.2628,-0.9359,11.2859
39.569325,-2.2539,-0.9648,11.2981
39.620231,-2.2447,-0.9937,11.3108
39.654217,-2.2384,-1.0128,11.3189
39.687947,-2.2319,-1.0320,11.3271
39.721946,-2.2252,-1.0511,11.3355
39.756447,-2.2184,-1.0701,11.3435
39.806980,-2.2079,-1.0986,11.3559
39.840927,-2.2006,-1.1176,11.3644
39.874977,-2.1933,-1.1364,11.3725
39.908914,-2.1857,-1.1553,11.3807
39.943223,-2.1780,-1.1742,11.3891
39.977630,-2.1701,-1.1929,11.3974
40.012112,-2.1618,-1.2122,11.4058
40.045960,-2.1536,-1.2309,11.4141
40.080411,-2.1452,-1.2495,11.4226
40.114283,-2.1367,-1.2680,11.4307
40.148084,-2.1280,-1.2866,11.4390
40.182053,-2.1191,-1.3050,11.4474
40.216203,-2.1101,-1.3234,11.4557
40.249988,-2.1010,-1.3417,11.4639
40.284478,-2.0916,-1.3600,11.4722
40.318229,-2.0821,-1.3782,11.4804
40.353008,-2.0725,-1.3963,11.4885
40.402970,-2.0577,-1.4234,11.5010
40.437552,-2.0477,-1.4414,11.5093
40.472263,-2.0372,-1.4598,11.5177
40.505982,-2.0268,-1.4776,11.5260
40.540243,-2.0163,-1.4954,11.5345
40.574124,-2.0057,-1.5130,11.5426
40.608140,-1.9948,-1.5307,11.5508
40.642288,-1.9838,-1.5482,11.5592
40.675992,-1.9727,-1.5657,11.5675
40.710089,-1.9614,-1.5830,11.5757
40.744236,-1.9500,-1.6004,11.5840
40.778042,-1.9384,-1.6175,11.5922
40.812034,-1.9267,-1.6346,11.6003
40.846128,-1.9148,-1.6517,11.6086
40.880422,-1.9028,-1.6687,11.6170
40.931119,-1.8845,-1.6939,11.6292
40.965876,-1.8721,-1.7107,11.6375
41.016086,-1.8532,-1.7356,11.6501
41.050242,-1.8404,-1.7522,11.6582
41.084018,-1.8274,-1.7686,11.6666
41.118249,-1.8144,-1.7849,11.6748
41.153186,-1.8012,-1.8011,11.6829
41.186685,-1.7878,-1.8172,11.6911
41.220354,-1.7743,-1.8333,11.6996
41.254408,-1.7607,-1.8492,11.7077
41.304923,-1.7400,-1.8729,11.7201
41.339316,-1.7260,-1.8886,11.7283
41.373031,-1.7119,-1.9041,11.7364
41.407019,-1.6976,-1.9196,11.7447
41.440994,-1.6832,-1.9350,11.7532
41.474948,-1.6687,-1.9502,11.7612
41.508943,-1.6540,-1.9654,11.7695
41.543071,-1.6392,-1.9804,11.7779
41.577167,-1.6242,-1.9953,11.7862
41.611039,-1.6092,-2.0101,11.7943
41.645032,-1.5939,-2.0249,11.8026
41.679203,-1.5786,-2.0394,11.8108
41.713252,-1.5632,-2.0538,11.8189
41.748114,-1.5471,-2.0686,11.8275
41.782218,-1.5313,-2.0829,11.8360
41.815961,-1.5154,-2.0970,11.8443
41.850111,-1.4994,-2.1110,11.8525
41.884067,-1.4832,-2.1249,11.8608
41.917962,-1.4670,-2.1386,11.8690
41.952011,-1.4506,-2.1522,11.8771
41.986093,-1.4341,-2.1657,11.8854
42.020260,-1.4174,-2.1791,11.8939
42.054065,-1.4007,-2.1923,11.9020
42.088048,-1.3838,-2.2055,11.9102
42.122021,-1.3668,-2.2184,11.9186
42.156060,-1.3497,-2.2312,11.9266
42.190416,-1.3325,-2.2440,11.9347
42.224442,-1.3151,-2.2566,11.9431
42.258189,-1.2977,-2.2690,11.9514
42.292860,-1.2801,-2.2813,11.9595
42.326736,-1.2623,-2.2935,11.9678
42.361055,-1.2445,-2.3056,11.9763
42.411174,-1.2176,-2.3234,11.9885
42.445280,-1.1994,-2.3351,11.9968
42.479358,-1.1812,-2.3467,12.0053
42.513362,-1.1629,-2.3581,12.0135
42.547227,-1.1444,-2.3694,12.0217
42.581010,-1.1259,-2.3805,12.0301
42.615173,-1.1073,-2.3915,12.0381
42.649261,-1.0886,-2.4023,12.0463
42.683309,-1.0697,-2.4130,12.0547
42.717200,-1.0507,-2.4235,12.0630
42.767997,-1.0221,-2.4391,12.0752
42.801979,-1.0029,-2.4493,12.0837
42.836112,-0.9836,-2.4593,12.0920
42.870255,-0.9642,-2.4691,12.1001
42.904779,-0.9447,-2.4789,12.1084
42.938837,-0.9251,-2.4884,12.1166
42.972352,-0.9055,-2.4978,12.1247
43.006306,-0.8857,-2.5071,12.1329
43.057008,-0.8559,-2.5206,12.1455
43.091911,-0.8359,-2.5295,12.1536
43.143303,-0.8057,-2.5425,12.1660
43.176879,-0.7856,-2.5509,12.1740
43.227971,-0.7551,-2.5633,12.1864
43.262595,-0.7340,-2.5716,12.1951
43.296803,-0.7135,-2.5795,12.2036
43.330544,-0.6930,-2.5872,12.2117
43.364592,-0.6723,-2.5948,12.2200
43.398568,-0.6516,-2.6021,12.2282
43.432725,-0.6308,-2.6094,12.2362
43.466543,-0.6099,-2.6164,12.2445
43.500342,-0.5889,-2.6233,12.2529
43.534846,-0.5679,-2.6300,12.2610
43.585077,-0.5362,-2.6398,12.2734
43.619072,-0.5149,-2.6462,12.2819
43.653075,-0.4937,-2.6523,12.2900
43.687304,-0.4724,-2.6582,12.2982
43.721654,-0.4509,-2.6640,12.3066
43.755574,-0.4294,-2.6696,12.3150
43.806351,-0.3971,-2.6777,12.3272
43.857191,-0.3646,-2.6854,12.3396
43.908643,-0.3321,-2.6928,12.3518
43.959059,-0.2993,-2.6997,12.3644
43.992954,-0.2775,-2.7041,12.3725
44.027241,-0.2555,-2.7083,12.3807
44.061181,-0.2335,-2.7123,12.3890
44.095230,-0.2116,-2.7162,12.3970
44.129291,-0.1895,-2.7198,12.4052
44.163298,-0.1674,-2.7233,12.4135
44.197182,-0.1453,-2.7267,12.4218
44.231252,-0.1231,-2.7298,12.4299
44.265316,-0.1008,-2.7328,12.4382
44.316358,-0.0674,-2.7369,12.4508
44.350189,-0.0451,-2.7394,12.4589
44.384800,-0.0227,-2.7417,12.4671
44.418236,-0.0002,-2.7438,12.4756
44.452455,0.0222,-2.7458,12.4838
44.486175,0.0447,-2.7476,12.4919
44.520226,0.0672,-2.7491,12.5003
44.554323,0.0897,-2.7505,12.5084
44.605711,0.1236,-2.7523,12.5207
44.656136,0.1575,-2.7536,12.5332
44.690531,0.1801,-2.7543,12.5413
44.724104,0.2028,-2.7548,12.5495
44.758466,0.2254,-2.7551,12.5578
44.792224,0.2481,-2.7552,12.5658
44.826036,0.2708,-2.7551,12.5740
44.861147,0.2935,-2.7548,12.5825
44.894919,0.3162,-2.7544,12.5905
44.929033,0.3389,-2.7537,12.5987
44.979065,0.3730,-2.7524,12.6111
45.013099,0.3957,-2.7513,12.6191
45.047206,0.4185,-2.7500,12.6273
45.081172,0.4413,-2.7485,12.6358
45.115192,0.4639,-2.7468,12.6438
45.149039,0.4868,-2.7450,12.6520
45.183042,0.5096,-2.7429,12.6605
45.216977,0.5323,-2.7407,12.6688
45.251263,0.5551,-2.7383,12.6769
45.285232,0.5779,-2.7356,12.6852
45.320164,0.6007,-2.7328,12.6937
45.370198,0.6348,-2.7282,12.7059
45.404283,0.6576,-2.7249,12.7142
45.438499,0.6803,-2.7215,12.7224
45.472073,0.7030,-2.7178,12.7305
45.506353,0.7257,-2.7139,12.7387
45.540433,0.7484,-2.7099,12.7472
45.574708,0.7710,-2.7057,12.7552
45.609140,0.7944,-2.7011,12.7636
45.643013,0.8171,-2.6965,12.7720
45.677280,0.8396,-2.6917,12.7804
45.728057,0.8735,-2.6841,12.7925
45.762065,0.8960,-2.6788,12.8009
45.796021,0.9184,-2.6734,12.8088
45.829973,0.9409,-2.6677,12.8170
45.864754,0.9634,-2.6618,12.8253
45.915077,0.9971,-2.6527,12.8380
45.949246,1.0195,-2.6464,12.8462
45.983030,1.0419,-2.6398,12.8545
46.016982,1.0641,-2.6331,12.8627
46.051048,1.0863,-2.6262,12.8708
46.085487,1.1086,-2.6191,12.8791
46.119678,1.1308,-2.6119,12.8875
46.170999,1.1639,-2.6006,12.8996
46.221078,1.1970,-2.5889,12.9121
46.255071,1.2189,-2.5810,12.9200
46.289238,1.2408,-2.5728,12.9281
46.323112,1.2628,-2.5644,12.9365
46.357137,1.2845,-2.5558,12.9448
46.391175,1.3063,-2.5471,12.9529
46.425348,1.3280,-2.5381,12.9612
46.459826,1.3497,-2.5290,12.9697
46.510025,1.3820,-2.5149,12.9818
46.544090,1.4036,-2.5053,12.9901
46.578193,1.4249,-2.4956,12.9983
46.612111,1.4463,-2.4857,13.0063
46.646070,1.4676,-2.4755,13.0146
46.679981,1.4889,-2.4652,13.0231
46.713996,1.5099,-2.4547,13.0311
46.748207,1.5310,-2.4440,13.0393
46.782161,1.5521,-2.4332,13.0477
46.816081,1.5729,-2.4222,13.0556
46.850012,1.5938,-2.4110,13.0638
46.884294,1.6146,-2.3995,13.0722
46.918716,1.6352,-2.3880,13.0805
46.969178,1.6661,-2.3703,13.0927
47.003180,1.6867,-2.3583,13.1011
47.037035,1.7070,-2.3461,13.1094
47.070920,1.7274,-2.3337,13.1175
47.105077,1.7476,-2.3211,13.1258
47.139484,1.7678,-2.3084,13.1343
47.173521,1.7878,-2.2955,13.1424
47.207681,1.8078,-2.2824,13.1506
47.241463,1.8277,-2.2691,13.1589
47.275625,1.8474,-2.2558,13.1669
47.309476,1.8671,-2.2422,13.1751
47.343548,1.8867,-2.2284,13.1835
47.377669,1.9061,-2.2145,13.1918
47.411621,1.9255,-2.2004,13.1998
47.445362,1.9448,-2.1861,13.2081
47.479124,1.9640,-2.1716,13.2166
47.513390,1.9830,-2.1570,13.2247
47.548034,2.0020,-2.1422,13.2329
47.581673,2.0208,-2.1273,13.2413
47.615997,2.0401,-2.1117,13.2499
47.650152,2.0587,-2.0964,13.2579
47.685307,2.0778,-2.0805,13.2664
47.719258,2.0962,-2.0649,13.2749
47.753054,2.1144,-2.0491,13.2829
47.787083,2.1326,-2.0332,13.2911
47.821244,2.1506,-2.0171,13.2994
47.855699,2.1684,-2.0009,13.3073
47.889501,2.1862,-1.9845,13.3155
47.923938,2.2039,-1.9679,13.3238
47.974107,2.2301,-1.9429,13.3360
48.008261,2.2475,-1.9259,13.3442
48.042290,2.2647,-1.9088,13.3526
48.076891,2.2818,-1.8915,13.3609
48.127225,2.3072,-1.8654,13.3731
48.161153,2.3240,-1.8477,13.3815
48.194993,2.3405,-1.8301,13.3894
48.229127,2.3570,-1.8121,13.3975
48.263044,2.3734,-1.7940,13.4059
48.297149,2.3895,-1.7759,13.4142
48.331093,2.4049,-1.7583,13.4224
48.365231,2.4181,-1.7430,13.4312
48.416186,2.4336,-1.7244,13.4455
48.450102,2.4419,-1.7143,13.4550
48.484013,2.4491,-1.7054,13.4648
48.518073,2.4550,-1.6978,13.4744
48.552076,2.4601,-1.6913,13.4835
48.586253,2.4645,-1.6855,13.4927
48.621116,2.4683,-1.6804,13.5017
48.671258,2.4729,-1.6740,13.5141
48.705104,2.4756,-1.6703,13.5221
48.739002,2.4779,-1.6670,13.5301
48.772923,2.4799,-1.6641,13.5373
48.807016,2.4816,-1.6615,13.5442
48.841116,2.4833,-1.6591,13.5509
48.875111,2.4846,-1.6570,13.5570
48.909279,2.4859,-1.6551,13.5629
48.943063,2.4871,-1.6533,13.5688
48.977285,2.4881,-1.6516,13.5743
49.011126,2.4890,-1.6501,13.5794
49.046909,2.4899,-1.6487,13.5845
49.097060,2.4913,-1.6465,13.5916
49.131185,2.4999,-1.6419,13.5964
49.164967,2.5155,-1.6373,13.6016
49.199013,2.5259,-1.6379,13.6074
49.233151,2.5252,-1.6442,13.6141
49.267195,2.5216,-1.6507,13.6207
49.300965,2.5184,-1.6564,13.6273
49.335196,2.5157,-1.6612,13.6341
49.369262,2.5135,-1.6652,13.6408
49.403365,2.5117,-1.6686,13.6474
49.454341,2.5096,-1.6726,13.6575
49.488525,2.5086,-1.6745,13.6642
49.522409,2.5078,-1.6760,13.6708
49.556392,2.5072,-1.6772,13.6774
49.607409,2.5060,-1.6797,13.6873
49.641404,2.5056,-1.6805,13.6938
49.675482,2.5055,-1.6806,13.7002
49.709429,2.5054,-1.6809,13.7067
49.743390,2.5048,-1.6823,13.7130
49.777490,2.5044,-1.6832,13.7192
49.811620,2.5047,-1.6826,13.7253
49.845430,2.5049,-1.6820,13.7314
49.879427,2.5043,-1.6834,13.7374
49.913504,2.5038,-1.6847,13.7432
49.947466,2.5069,-1.6819,13.7490
49.981569,2.5197,-1.6775,13.7555
50.015664,2.5320,-1.6752,13.7624
50.049444,2.5339,-1.6815,13.7705
50.083658,2.5310,-1.6900,13.7791
50.117518,2.5275,-1.6999,13.7875
50.151764,2.5240,-1.7094,13.7958
50.186008,2.5210,-1.7181,13.8043
50.220122,2.5187,-1.7250,13.8130
50.270587,2.5173,-1.7293,13.8255
50.304393,2.5165,-1.7318,13.8337
50.338519,2.5159,-1.7338,13.8419
50.372561,2.5144,-1.7383,13.8498
50.406156,2.5126,-1.7443,13.8576
50.440128,2.5111,-1.7497,13.8655
50.474338,2.5099,-1.7543,13.8734
50.508478,2.5101,-1.7540,13.8809
50.542005,2.5105,-1.7526,13.8882
50.576122,2.5165,-1.7489,13.8960
50.609950,2.5295,-1.7450,13.9042
50.644051,2.5425,-1.7412,13.9125
50.677931,2.5484,-1.7445,13.9217
50.711992,2.5454,-1.7589,13.9322
50.745957,2.5414,-1.7786,13.9425
50.780039,2.5381,-1.7959,13.9531
50.814100,2.5354,-1.8110,13.9640
50.848624,2.5332,-1.8244,13.9750
50.882018,2.5322,-1.8314,13.9855
50.916260,2.5315,-1.8356,13.9958
50.950040,2.5311,-1.8390,14.0060
50.984035,2.5308,-1.8413,14.0161
51.017966,2.5300,-1.8470,14.0257
51.051985,2.5295,-1.8521,14.0355
51.086054,2.5291,-1.8556,14.0454
51.120121,2.5291,-1.8569,14.0554
51.154122,2.5296,-1.8505,14.0652
51.188050,2.5303,-1.8413,14.0747
51.222325,2.5309,-1.8302,14.0839
51.273118,2.5318,-1.8117,14.0972
51.307220,2.5322,-1.8013,14.1058
51.341755,2.5325,-1.7887,14.1147
52.696308,2.5341,-1.7734,14.1240
52.746156,2.5505,-1.7643,14.1393
52.779930,2.5625,-1.7596,14.1495
52.814014,2.5699,-1.7503,14.1594
52.847919,2.5698,-1.7306,14.1682
52.882239,2.5774,-1.7165,14.1774
52.932965,2.5913,-1.7043,14.1913
52.966906,2.5945,-1.6905,14.1999
53.001027,2.6042,-1.6830,14.2089
53.035121,2.6099,-1.6715,14.2176
53.069274,2.6122,-1.6567,14.2271
53.120017,2.6076,-1.6152,14.2435
53.154049,2.6042,-1.5851,14.2546
53.188101,2.6006,-1.5559,14.2657
53.222752,2.5957,-1.5241,14.2764
53.257147,2.5897,-1.4833,14.2866
53.290997,2.5834,-1.4425,14.2964
53.325011,2.5766,-1.4012,14.3061
53.360085,2.5701,-1.3603,14.3157
53.394008,2.5654,-1.3287,14.3243
53.427964,2.5606,-1.3036,14.3323
53.478761,2.5529,-1.2660,14.3443
53.529285,2.5418,-1.2229,14.3558
53.563635,2.5325,-1.1828,14.3623
53.597989,2.5229,-1.1417,14.3686
53.648144,2.5087,-1.0806,14.3781
53.682015,2.5031,-1.0487,14.3835
53.716285,2.4988,-1.0281,14.3878
53.750381,2.4948,-1.0127,14.3916
53.784609,2.4905,-0.9984,14.3951
53.818362,2.4836,-0.9758,14.3978
53.852210,2.4775,-0.9529,14.4004
53.887192,2.4718,-0.9318,14.4034
53.921046,2.4685,-0.9155,14.4063
53.955012,2.4681,-0.9095,14.4082
53.989006,2.4678,-0.9083,14.4096
54.023124,2.4674,-0.9070,14.4111
54.057197,2.4638,-0.9005,14.4121
54.090951,2.4592,-0.8850,14.4122
54.124993,2.4547,-0.8690,14.4123
54.158926,2.4510,-0.8542,14.4123
54.192910,2.4509,-0.8485,14.4114
54.226915,2.4508,-0.8481,14.4099
54.260870,2.4506,-0.8474,14.4085
54.295080,2.4466,-0.8397,14.4064
54.328944,2.4424,-0.8246,14.4036
54.362970,2.4383,-0.8095,14.4008
54.397086,2.4371,-0.7989,14.3974
54.430941,2.4374,-0.7973,14.3932
54.464908,2.4449,-0.7912,14.3896
54.499244,2.4551,-0.7844,14.3862
54.532902,2.4653,-0.7775,14.3828
54.567251,2.4692,-0.7647,14.3788
54.601633,2.4664,-0.7490,14.3743
54.635342,2.4658,-0.7426,14.3688
54.669591,2.4648,-0.7395,14.3628
54.703182,2.4609,-0.7281,14.3562
54.737100,2.4574,-0.7117,14.3491
54.771114,2.4558,-0.6990,14.3417
54.804966,2.4554,-0.6957,14.3333
54.838967,2.4529,-0.6889,14.3245
54.873655,2.4499,-0.6733,14.3149
54.923970,2.4484,-0.6581,14.2994
54.958162,2.4465,-0.6518,14.2881
54.992436,2.4441,-0.6363,14.2760
55.025919,2.4436,-0.6264,14.2631
55.060151,2.4418,-0.6179,14.2492
55.094302,2.4408,-0.6035,14.2344
55.128064,2.4396,-0.5933,14.2186
55.162153,2.4389,-0.5789,14.2017
55.196095,2.4381,-0.5639,14.1838
55.230091,2.4403,-0.5512,14.1654
55.264220,2.4505,-0.5438,14.1476
55.298247,2.4601,-0.5354,14.1298
55.332031,2.4618,-0.5190,14.1114
55.382970,2.4619,-0.5067,14.0820
55.416933,2.4620,-0.5083,14.0611
55.450942,2.4624,-0.5042,14.0395
55.485065,2.4625,-0.5028,14.0182
55.518968,2.4607,-0.5091,13.9963
55.553232,2.4585,-0.5233,13.9736
55.587019,2.4579,-0.5316,13.9503
55.620933,2.4575,-0.5339,13.9265
55.654892,2.4559,-0.5376,13.9026
55.689168,2.4527,-0.5492,13.8778
55.723126,2.4507,-0.5592,13.8529
55.757356,2.4513,-0.5597,13.8272
55.808431,2.4512,-0.5577,13.7882
