t,x,y,yaw
47.859,1.3419,1.5402,3.8562
47.928,1.3403,1.5377,3.8939
47.995,1.3297,1.5274,3.9303
48.08,1.3421,1.5406,3.9734
48.149,1.362,1.5632,4.006
48.217,1.3621,1.5642,4.0362
48.286,1.3631,1.5651,4.0655
48.354,1.3843,1.5922,4.0922
48.439,1.4014,1.6193,4.1231
48.507,1.408,1.6291,4.1457
48.577,1.4144,1.6394,4.1682
48.648,1.4263,1.6568,4.1898
48.715,1.4459,1.6916,4.2088
48.784,1.4501,1.7037,4.2254
48.851,1.4578,1.7142,4.2404
48.92,1.4747,1.7476,4.2531
48.989,1.4769,1.757,4.2632
49.074,1.486,1.7715,4.2734
49.142,1.4965,1.7967,4.2795
49.211,1.4946,1.7951,4.283
49.279,1.5,1.8026,4.2847
49.346,1.5065,1.8195,4.2848
49.431,1.5045,1.8139,4.2815
49.499,1.5103,1.8261,4.2786
49.585,1.5155,1.8375,4.2754
49.652,1.5097,1.8303,4.2727
49.72,1.4958,1.8005,4.2677
49.788,1.4925,1.7901,4.2602
49.856,1.4798,1.7689,4.2512
49.924,1.4612,1.7306,4.2401
49.992,1.452,1.7111,4.2267
50.06,1.4304,1.6747,4.2119
50.128,1.4214,1.645,4.1952
50.213,1.419,1.6472,4.1758
50.298,1.3746,1.5973,4.1555
50.367,1.3434,1.5495,4.1361
50.434,1.2987,1.4827,4.1146
50.502,1.2748,1.443,4.0906
50.587,1.2338,1.3843,4.0582
50.655,1.1944,1.3343,4.0275
50.724,1.1549,1.2859,3.9939
50.808,1.0986,1.224,3.9479
50.876,1.0488,1.1732,3.9058
50.945,0.9938,1.1221,3.8579
51.014,0.9438,1.0798,3.8068
51.082,0.8917,1.0369,3.7508
51.15,0.8366,0.9959,3.6906
51.218,0.7818,0.9589,3.6261
51.287,0.7252,0.9245,3.5563
51.357,0.6677,0.8952,3.4821
51.425,0.6096,0.8719,3.4048
51.492,0.5503,0.8547,3.3237
51.56,0.4893,0.8439,3.239
51.63,0.426,0.8397,3.1495
51.698,0.362,0.8426,3.0581
51.766,0.2953,0.8508,2.9614
51.834,0.23,0.8655,2.8634
51.904,0.1753,0.8819,2.7673
51.972,0.132,0.9007,2.6764
52.041,0.091,0.9236,2.5873
52.125,0.0432,0.9568,2.4822
52.194,0.0074,0.987,2.4019
52.262,-0.0261,1.02,2.3251
52.33,-0.0577,1.0562,2.2507
52.399,-0.0863,1.0943,2.1811
52.466,-0.1124,1.1344,2.115
52.534,-0.136,1.1763,2.0526
52.603,-0.1571,1.2198,1.9939
52.687,-0.1801,1.276,1.9256
52.755,-0.1926,1.3166,1.876
52.824,-0.199,1.3514,1.8308
52.893,-0.1993,1.3791,1.7912
52.961,-0.1961,1.398,1.7555
53.03,-0.191,1.4026,1.7239
53.099,-0.185,1.3941,1.6966
53.167,-0.1788,1.3736,1.6728
53.235,-0.1732,1.3445,1.6535
53.303,-0.1679,1.3072,1.6382
53.371,-0.1634,1.2641,1.6272
53.439,-0.1592,1.2156,1.6204
53.508,-0.1552,1.1612,1.6179
53.576,-0.1513,1.1024,1.6196
53.645,-0.1471,1.0386,1.6255
53.729,-0.141,0.9519,1.6389
53.797,-0.1352,0.8775,1.6544
53.865,-0.1287,0.8069,1.6734
53.933,-0.1213,0.742,1.696
54.001,-0.1132,0.6839,1.7221
54.07,-0.1046,0.6319,1.7521
54.138,-0.0958,0.588,1.7853
54.207,-0.0877,0.5531,1.8213
54.275,-0.08,0.5252,1.8614
54.343,-0.0743,0.5072,1.9049
54.445,-0.0706,0.4971,1.9766
54.512,-0.0727,0.5011,2.0288
54.581,-0.0798,0.5145,2.0843
54.648,-0.0938,0.5225,2.1415
54.717,-0.1088,0.5253,2.1985
54.801,-0.1274,0.5285,2.2696
54.87,-0.1421,0.5309,2.3266
54.938,-0.1566,0.5331,2.3835
55.005,-0.171,0.5351,2.4404
55.075,-0.1907,0.5423,2.4989
55.142,-0.2389,0.5773,2.5616
55.21,-0.2932,0.6113,2.6265
55.28,-0.3612,0.6463,2.694
55.348,-0.4168,0.6716,2.7624
55.416,-0.488,0.6967,2.8327
55.484,-0.5483,0.7142,2.905
55.57,-0.6333,0.7305,2.9994
55.638,-0.7046,0.7381,3.0768
55.722,-0.7891,0.7396,3.1774
55.791,-0.8578,0.7344,3.261
55.859,-0.9251,0.7234,3.3476
55.927,-0.9911,0.7065,3.4372
55.995,-1.0552,0.6839,3.5298
56.062,-1.1168,0.6553,3.6252
56.13,-1.1751,0.6216,3.7235
56.198,-1.2291,0.583,3.8251
56.267,-1.28,0.5378,3.9305
56.335,-1.3253,0.4884,4.04
56.419,-1.3745,0.4211,4.1811
56.487,-1.4116,0.3646,4.2889
56.556,-1.4444,0.3049,4.3916
56.624,-1.4688,0.242,4.4896
56.691,-1.4847,0.1746,4.5831
56.76,-1.4925,0.103,4.6723
56.845,-1.4916,0.0055,4.778
56.93,-1.4813,-0.1012,4.8772
56.998,-1.4654,-0.188,4.9519
57.082,-1.4356,-0.294,5.0395
57.151,-1.4049,-0.3764,5.1048
57.219,-1.3691,-0.4563,5.1658
57.303,-1.318,-0.5527,5.2359
57.372,-1.2727,-0.6269,5.2868
57.44,-1.224,-0.6985,5.3332
57.508,-1.1724,-0.7676,5.3749
57.575,-1.1289,-0.8247,5.4131
57.644,-1.1248,-0.8393,5.4512
57.712,-1.1295,-0.837,5.489
57.78,-1.1342,-0.8345,5.5267
57.847,-1.1182,-0.8511,5.5646
57.915,-1.073,-0.89,5.6008
57.984,-1.033,-0.9205,5.6317
58.052,-0.9993,-0.945,5.6579
58.137,-0.958,-0.9735,5.6844
58.205,-0.9224,-0.9963,5.7007
58.273,-0.8907,-1.0188,5.713
58.341,-0.8646,-1.0338,5.7219
58.409,-0.8255,-1.0597,5.7274
58.494,-0.791,-1.0814,5.7296
58.562,-0.7506,-1.1048,5.7283
58.629,-0.719,-1.1264,5.7238
58.697,-0.6748,-1.1527,5.7168
58.766,-0.639,-1.1774,5.7069
58.851,-0.5806,-1.2146,5.691
58.918,-0.535,-1.2473,5.6753
58.987,-0.4827,-1.2831,5.6573
59.055,-0.4345,-1.3199,5.6367
59.123,-0.3755,-1.3644,5.6143
59.191,-0.3286,-1.4031,5.5892
59.259,-0.268,-1.4544,5.5615
59.327,-0.2311,-1.4871,5.5322
59.395,-0.2279,-1.4935,5.5024
59.464,-0.2204,-1.51,5.471
59.532,-0.1975,-1.542,5.4359
59.601,-0.1931,-1.5561,5.3997
59.686,-0.1519,-1.6094,5.3562
59.754,-0.1074,-1.6697,5.32
59.822,-0.0655,-1.7335,5.2827
59.856,-0.0506,-1.7574,5.2631
